system   D            wsystem.c:583  maybe_parent_dir                 [   0.00046] Also searching C:\Projects\Tetris\Tetris\
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29553] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29590] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29639] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29641] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29678] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29679] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29729] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29731] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29767] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29769] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29820] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29859] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29865] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29919] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29921] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.29958] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.29961] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.30248] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.30252] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.30460] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.30464] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.30509] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.30510] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.42257] removed dtor for object 04FF6910
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04639] removed dtor for object 04FF16F8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04642] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04649] removed dtor for object 04FF0F68
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04650] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04656] removed dtor for object 04FF1188
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04657] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04672] removed dtor for object 04FF4148
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04673] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04680] removed dtor for object 04FF2F38
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04682] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04692] removed dtor for object 04FF3CF0
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04695] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.04700] removed dtor for object 04FF5A98
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04701] d3d_destroy_bitmap: Release video texture failed.
d3d      I         d3d_disp.cpp:920  d3d_destroy_display              [   5.04709] destroying display 00A34EE8 (current 00000000)
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.04711] converting display bitmap 04FF6740 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.04803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.04805] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04856] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.04887] converting display bitmap 00A3EED8 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.04957] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.04960] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   5.04971] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.04975] converting display bitmap 00A3EDC8 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.05494] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.05498] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.05825] converting display bitmap 04FF3E00 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.05929] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.05931] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.05977] converting display bitmap 04FF3BE0 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06061] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06062] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.06109] converting display bitmap 04FF4DF0 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06192] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06194] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.06235] converting display bitmap 04FF3F78 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06336] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.06374] converting display bitmap 04FF1078 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06460] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.06511] converting display bitmap 04FF0DD8 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06591] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06592] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   5.06634] converting display bitmap 04FF12F0 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.06708] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.06710] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:904  d3d_destroy_display_internals    [   5.06751] waiting for display 00A34EE8's thread to end
d3d      W         d3d_disp.cpp:616  d3d_destroy_device               [   5.07425] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1522 d3d_display_thread_proc          [   5.09822] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.09982] removed dtor for object 00A3EB28
dtor     D               dtor.c:114  _al_run_destructors              [   5.09985] calling dtor for object 04FF6740, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.09987] removed dtor for object 04FF6740
dtor     D               dtor.c:114  _al_run_destructors              [   5.10002] calling dtor for object 00A3EED8, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10003] removed dtor for object 00A3EED8
dtor     D               dtor.c:114  _al_run_destructors              [   5.10007] calling dtor for object 00A3EDC8, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10008] removed dtor for object 00A3EDC8
dtor     D               dtor.c:114  _al_run_destructors              [   5.10061] calling dtor for object 04FF3E00, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10063] removed dtor for object 04FF3E00
dtor     D               dtor.c:114  _al_run_destructors              [   5.10074] calling dtor for object 04FF3BE0, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10075] removed dtor for object 04FF3BE0
dtor     D               dtor.c:114  _al_run_destructors              [   5.10085] calling dtor for object 04FF4DF0, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10087] removed dtor for object 04FF4DF0
dtor     D               dtor.c:114  _al_run_destructors              [   5.10097] calling dtor for object 04FF3F78, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10098] removed dtor for object 04FF3F78
dtor     D               dtor.c:114  _al_run_destructors              [   5.10108] calling dtor for object 04FF1078, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10109] removed dtor for object 04FF1078
dtor     D               dtor.c:114  _al_run_destructors              [   5.10120] calling dtor for object 04FF0DD8, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10121] removed dtor for object 04FF0DD8
dtor     D               dtor.c:114  _al_run_destructors              [   5.10132] calling dtor for object 04FF12F0, func 5559259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10133] removed dtor for object 04FF12F0
dtor     D               dtor.c:114  _al_run_destructors              [   5.10144] calling dtor for object 00A3E190, func 555927AC
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.10146] removed dtor for object 00A3E190
